Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
190133,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
220075,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
151325,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
210044,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
140046,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
220084,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
140125,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
111326,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,Not Available,Not Available
200008,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Same as the national average
200052,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
180038,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
140185,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
111329,Critical Access Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
131316,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Not Available
201314,Critical Access Hospitals,Proprietary,TRUE,,4,Same as the national average
171326,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
171318,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
143302,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
130049,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Below the national average
180011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
161306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
161330,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
161320,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
151329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
191317,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Not Available
170191,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
220016,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
161348,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
190308,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
201300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
140240,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
180138,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
140124,Acute Care Hospitals,Government - Local,FALSE,TRUE,1,Same as the national average
150160,Acute Care Hospitals,Physician,FALSE,,Not Available,Not Available
210023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Below the national average
151317,Critical Access Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
210056,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Above the national average
201307,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
190088,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
210029,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
161359,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
190040,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Above the national average
191325,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
140304,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
141307,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Not Available
111320,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Not Available
190164,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
151331,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
171333,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
160101,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Not Available
161346,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
161307,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
220105,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
141320,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
160122,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
170020,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Below the national average
140065,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
173300,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
130002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
131317,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Not Available
180046,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Not Available
161334,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
181329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
141308,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
180024,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
161332,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
190256,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
111328,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
161308,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Not Available
150007,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
140063,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Above the national average
180044,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
131323,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
220019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
191323,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
151316,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
161337,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Same as the national average
161309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
190034,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
111313,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
191305,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Not Available
170183,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
200021,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Below the national average
140133,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
170175,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
140275,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
181310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
140116,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Above the national average
140143,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
190302,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Not Available
180064,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,Same as the national average
140233,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
140291,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Above the national average
201304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
200019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
150101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
190267,Acute Care Hospitals,Physician,FALSE,TRUE,4,Not Available
180101,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
160024,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
140011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
141332,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
170188,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
140258,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Above the national average
161310,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
150044,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
201302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
181311,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Not Available
140082,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
180132,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
150112,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
161372,Critical Access Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
190019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
170201,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Not Available
210065,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
170146,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Above the national average
140145,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,4,Same as the national average
160147,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
161315,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
210051,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Above the national average
191326,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
150167,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
151312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
180067,Acute Care Hospitals,Government - State,TRUE,TRUE,1,Below the national average
190036,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
121305,Critical Access Hospitals,Government - State,TRUE,TRUE,Not Available,Not Available
141310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
140161,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,4,Same as the national average
140281,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
141321,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
131312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
200063,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
111300,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
140181,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
180128,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
171336,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
150113,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
161303,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
111312,Critical Access Hospitals,Proprietary,TRUE,TRUE,3,Not Available
181324,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
260017,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Below the national average
171345,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Not Available
161362,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
130007,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
161345,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
150165,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,3,Same as the national average
190176,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
161335,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
170040,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,5,Above the national average
220070,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
161305,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
150161,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
191312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Same as the national average
190167,Acute Care Hospitals,Proprietary,TRUE,TRUE,5,Same as the national average
161328,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
190017,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
141343,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
181318,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
130065,Acute Care Hospitals,Physician,FALSE,TRUE,5,Not Available
160146,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
171363,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Same as the national average
160083,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
150005,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
181317,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
171341,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
201310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
110226,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,1,Same as the national average
141339,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
210028,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
111332,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
111324,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,5,Same as the national average
161312,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
190259,Acute Care Hospitals,Physician,FALSE,TRUE,Not Available,Not Available
210040,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
171356,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
140040,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
171329,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
220002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
141319,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
180020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
160057,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
140010,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
181301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
171376,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
140001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
150149,Acute Care Hospitals,Proprietary,TRUE,,5,Not Available
180040,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
160069,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
161349,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Same as the national average
130071,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
220001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
181319,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
120006,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
210004,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
210027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
170023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
151314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
140250,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,3,Same as the national average
161378,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
190140,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
161364,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
171357,Critical Access Hospitals,Proprietary,FALSE,,Not Available,Not Available
140032,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
120011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
171383,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
180012,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
190008,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
160079,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Above the national average
131305,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Not Available
161325,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
151327,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
171325,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
210060,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
151315,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
210003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
190255,Acute Care Hospitals,Proprietary,FALSE,,5,Not Available
190263,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Below the national average
150084,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Below the national average
131313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
160040,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
170185,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Same as the national average
110233,Acute Care Hospitals,Proprietary,FALSE,TRUE,2,Not Available
141327,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
190125,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
171374,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
330126,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
340002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
260057,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
240187,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
281322,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
230097,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
330164,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
230297,Acute Care Hospitals,Proprietary,FALSE,TRUE,1,Not Available
261309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
320085,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
251302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
241312,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
291312,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
260191,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Same as the national average
230208,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
310119,Acute Care Hospitals,Government - State,TRUE,TRUE,1,Same as the national average
230100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
241338,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
241368,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
301306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
331314,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
331316,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
321306,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
271335,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
240106,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
281353,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
281348,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
321310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,Same as the national average
241352,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
231301,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Not Available
250138,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
330259,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
250085,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
260001,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
320074,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,Same as the national average
330132,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,2,Same as the national average
230108,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
320084,Acute Care Hospitals,Government - State,TRUE,TRUE,3,Same as the national average
231305,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,5,Same as the national average
331313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
330096,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Below the national average
221302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
271302,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
241309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
270017,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
271310,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
230092,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
330006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
300011,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Above the national average
230054,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Below the national average
220177,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
290053,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
260025,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
330166,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
260052,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
271313,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
251336,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
310130,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
260009,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Above the national average
260064,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
251300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
243303,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
330211,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
271300,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
261315,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,Not Available,Not Available
241325,Critical Access Hospitals,Government - Local,TRUE,TRUE,2,Not Available
281358,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
263302,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
330079,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
223302,Childrens,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
271346,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
290022,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
241304,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
241321,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
320030,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Not Available
261324,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
340024,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
271326,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
250067,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
240004,Acute Care Hospitals,Government - Local,TRUE,TRUE,1,Same as the national average
220126,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
300005,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
330125,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
330386,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
230165,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,Same as the national average
261329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
260102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
250009,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Below the national average
230141,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
260040,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
260006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Same as the national average
223303,Childrens,Voluntary non-profit - Private,FALSE,,Not Available,Not Available
330023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
241349,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
